gene_id	gene_name	ZFIN.ID	Description
ENSDARG00000092759	si:dkey-61p9.9.1	https://zfin.org/ZDB-GENE-041210-240	si:dkey-61p9.9 [Source:ZFIN;Acc:ZDB-GENE-041210-240]
ENSDARG00000102451	si:ch211-238e22.2	https://zfin.org/ZDB-GENE-041210-346	si:ch211-238e22.2 [Source:ZFIN;Acc:ZDB-GENE-041210-346]
ENSDARG00000094500	si:ch211-238e22.4	https://zfin.org/ZDB-GENE-030131-3632	si:ch211-238e22.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3632]
ENSDARG00000016345	ncoa5	https://zfin.org/ZDB-GENE-040912-155	nuclear receptor coactivator 5 [Source:ZFIN;Acc:ZDB-GENE-040912-155]
ENSDARG00000044167	padi2	https://zfin.org/ZDB-GENE-031116-67	"peptidyl arginine deiminase, type II [Source:ZFIN;Acc:ZDB-GENE-031116-67]"
ENSDARG00000099355	si:ch211-238e22.1	https://zfin.org/ZDB-GENE-041210-345	si:ch211-238e22.1 [Source:ZFIN;Acc:ZDB-GENE-041210-345]
ENSDARG00000074060	map3k14a	https://zfin.org/ZDB-GENE-120215-80	mitogen-activated protein kinase kinase kinase 14a [Source:ZFIN;Acc:ZDB-GENE-120215-80]
ENSDARG00000007108	lipia	https://zfin.org/ZDB-GENE-040801-242	"lipase, member Ia [Source:ZFIN;Acc:ZDB-GENE-040801-242]"
ENSDARG00000026595	pafah1b1b	https://zfin.org/ZDB-GENE-040116-3	"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1b [Source:ZFIN;Acc:ZDB-GENE-040116-3]"
ENSDARG00000096435	si:dkey-285e18.3	https://zfin.org/ZDB-GENE-120709-45	si:dkey-285e18.3 [Source:ZFIN;Acc:ZDB-GENE-120709-45]
ENSDARG00000076160	si:dkey-285e18.2	https://zfin.org/ZDB-GENE-120703-43	si:dkey-285e18.2 [Source:ZFIN;Acc:ZDB-GENE-120703-43]
ENSDARG00000104804	si:ch211-238e22.8	https://zfin.org/ZDB-GENE-050419-231	si:ch211-238e22.8 [Source:ZFIN;Acc:ZDB-GENE-050419-231]
ENSDARG00000086041	zgc:174650	https://zfin.org/ZDB-GENE-080219-10	zgc:174650 [Source:ZFIN;Acc:ZDB-GENE-080219-10]
ENSDARG00000098144	si:dkey-285e18.6	https://zfin.org/ZDB-GENE-120709-86	si:dkey-285e18.6 [Source:ZFIN;Acc:ZDB-GENE-120709-86]
ENSDARG00000075134	adgrf11	https://zfin.org/ZDB-GENE-121214-165	adhesion G protein-coupled receptor F11 [Source:ZFIN;Acc:ZDB-GENE-121214-165]
ENSDARG00000096472	si:dkey-285e18.1	https://zfin.org/ZDB-GENE-120709-36	si:dkey-285e18.1 [Source:ZFIN;Acc:ZDB-GENE-120709-36]
ENSDARG00000088989	si:dkey-241l7.5	https://zfin.org/ZDB-GENE-041014-237	si:dkey-241l7.5 [Source:ZFIN;Acc:ZDB-GENE-041014-237]
ENSDARG00000093665	si:dkey-285e18.5	https://zfin.org/ZDB-GENE-120703-44	si:dkey-285e18.5 [Source:ZFIN;Acc:ZDB-GENE-120703-44]
ENSDARG00000024471	nsl1	https://zfin.org/ZDB-GENE-041014-362	"NSL1, MIS12 kinetochore complex component [Source:ZFIN;Acc:ZDB-GENE-041014-362]"
ENSDARG00000019529	parp1	https://zfin.org/ZDB-GENE-030131-3955	poly (ADP-ribose) polymerase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-3955]
ENSDARG00000041248	si:dkey-241l7.6	https://zfin.org/ZDB-GENE-041014-235	si:dkey-241l7.6 [Source:ZFIN;Acc:ZDB-GENE-041014-235]
ENSDARG00000005616	bfb	https://zfin.org/ZDB-GENE-990415-34	complement component bfb [Source:ZFIN;Acc:ZDB-GENE-990415-34]
ENSDARG00000101484	si:dkey-264f17.2	https://zfin.org/ZDB-GENE-110913-14	si:dkey-264f17.2 [Source:ZFIN;Acc:ZDB-GENE-110913-14]
ENSDARG00000086956	si:dkey-241l7.3	https://zfin.org/ZDB-GENE-041014-239	si:dkey-241l7.3 [Source:ZFIN;Acc:ZDB-GENE-041014-239]
ENSDARG00000017579	si:ch211-195b15.7	https://zfin.org/ZDB-GENE-131121-183	si:ch211-195b15.7 [Source:ZFIN;Acc:ZDB-GENE-131121-183]
ENSDARG00000088165	si:dkey-206f10.5	https://zfin.org/ZDB-GENE-041014-79	si:dkey-206f10.5 [Source:ZFIN;Acc:ZDB-GENE-041014-79]
ENSDARG00000074808	megf6b	https://zfin.org/ZDB-GENE-101112-3	multiple EGF-like-domains 6b [Source:ZFIN;Acc:ZDB-GENE-101112-3]
ENSDARG00000075849	prr12b	https://zfin.org/ZDB-GENE-130625-2	proline rich 12b [Source:ZFIN;Acc:ZDB-GENE-130625-2]
ENSDARG00000105335	si:dkey-241l7.2	https://zfin.org/ZDB-GENE-041014-240	si:dkey-241l7.2 [Source:ZFIN;Acc:ZDB-GENE-041014-240]
ENSDARG00000008678	snx3	https://zfin.org/ZDB-GENE-030131-921	sorting nexin 3 [Source:ZFIN;Acc:ZDB-GENE-030131-921]
ENSDARG00000100221	si:ch211-22k7.1	https://zfin.org/ZDB-GENE-071003-1	si:ch211-22k7.1 [Source:ZFIN;Acc:ZDB-GENE-071003-1]
ENSDARG00000075815	slc12a5a	https://zfin.org/ZDB-GENE-120927-3	"solute carrier family 12 (potassium/chloride transporter), member 5a [Source:ZFIN;Acc:ZDB-GENE-120927-3]"
ENSDARG00000098727	si:dkey-241h1.11	https://zfin.org/ZDB-GENE-041210-259	si:dkey-241h1.11 [Source:ZFIN;Acc:ZDB-GENE-041210-259]
ENSDARG00000096766	si:dkey-30j22.13	https://zfin.org/ZDB-GENE-130603-56	si:dkey-30j22.13 [Source:ZFIN;Acc:ZDB-GENE-130603-56]
ENSDARG00000090730	zgc:158446	https://zfin.org/ZDB-GENE-030131-2319	zgc:158446 [Source:ZFIN;Acc:ZDB-GENE-030131-2319]
ENSDARG00000089478	si:dkey-241l7.4	https://zfin.org/ZDB-GENE-041014-238	si:dkey-241l7.4 [Source:ZFIN;Acc:ZDB-GENE-041014-238]
ENSDARG00000097417	si:ch211-59d13.3	https://zfin.org/ZDB-GENE-131120-54	si:ch211-59d13.3 [Source:ZFIN;Acc:ZDB-GENE-131120-54]
ENSDARG00000090202	rbm11	https://zfin.org/ZDB-GENE-091204-317	RNA binding motif protein 11 [Source:ZFIN;Acc:ZDB-GENE-091204-317]
ENSDARG00000096233	si:dkey-260c8.6	https://zfin.org/ZDB-GENE-120215-121	si:dkey-260c8.6 [Source:ZFIN;Acc:ZDB-GENE-120215-121]
ENSDARG00000101594	si:dkey-246j6.1	https://zfin.org/ZDB-GENE-110913-97	si:dkey-246j6.1 [Source:ZFIN;Acc:ZDB-GENE-110913-97]
ENSDARG00000104124	znf1069	https://zfin.org/ZDB-GENE-071004-89	zinc finger protein 1069 [Source:ZFIN;Acc:ZDB-GENE-071004-89]
ENSDARG00000099337	si:ch211-209j12.2	https://zfin.org/ZDB-GENE-120709-33	si:ch211-209j12.2 [Source:ZFIN;Acc:ZDB-GENE-120709-33]
ENSDARG00000103721	si:dkey-122c11.7	https://zfin.org/ZDB-GENE-110913-120	si:dkey-122c11.7 [Source:ZFIN;Acc:ZDB-GENE-110913-120]
ENSDARG00000100568	si:ch211-209j12.3	https://zfin.org/ZDB-GENE-120709-21	si:ch211-209j12.3 [Source:ZFIN;Acc:ZDB-GENE-120709-21]
ENSDARG00000101634	si:ch211-209j12.1	https://zfin.org/ZDB-GENE-120709-44	si:ch211-209j12.1 [Source:ZFIN;Acc:ZDB-GENE-120709-44]
ENSDARG00000103597	si:dkey-40j3.3	https://zfin.org/ZDB-GENE-110913-109	si:dkey-40j3.3 [Source:ZFIN;Acc:ZDB-GENE-110913-109]
ENSDARG00000100995	zgc:173615	https://zfin.org/ZDB-GENE-080218-20	zgc:173615 [Source:ZFIN;Acc:ZDB-GENE-080218-20]
ENSDARG00000098220	si:ch211-209j12.6	https://zfin.org/ZDB-GENE-120703-12	si:ch211-209j12.6 [Source:ZFIN;Acc:ZDB-GENE-120703-12]
ENSDARG00000009208	prkcda	https://zfin.org/ZDB-GENE-030131-6503	"protein kinase C, delta a [Source:ZFIN;Acc:ZDB-GENE-030131-6503]"
ENSDARG00000086445	adgrf7	https://zfin.org/ZDB-GENE-041001-214	adhesion G protein-coupled receptor F7 [Source:ZFIN;Acc:ZDB-GENE-041001-214]
ENSDARG00000099415	si:ch211-209j12.7	https://zfin.org/ZDB-GENE-131127-397	si:ch211-209j12.7 [Source:ZFIN;Acc:ZDB-GENE-131127-397]
ENSDARG00000052617	raver1	https://zfin.org/ZDB-GENE-050522-99	"ribonucleoprotein, PTB-binding 1 [Source:ZFIN;Acc:ZDB-GENE-050522-99]"
ENSDARG00000099403	znf1075	https://zfin.org/ZDB-GENE-120703-31	zinc finger protein 1075 [Source:ZFIN;Acc:ZDB-GENE-120703-31]
ENSDARG00000104884	si:dkey-40j3.4	https://zfin.org/ZDB-GENE-131121-91	si:dkey-40j3.4 [Source:ZFIN;Acc:ZDB-GENE-131121-91]
ENSDARG00000103497	si:dkey-246j6.3	https://zfin.org/ZDB-GENE-110913-132	si:dkey-246j6.3 [Source:ZFIN;Acc:ZDB-GENE-110913-132]
ENSDARG00000017107	nr2e1	https://zfin.org/ZDB-GENE-040801-127	"nuclear receptor subfamily 2, group E, member 1 [Source:ZFIN;Acc:ZDB-GENE-040801-127]"
ENSDARG00000010385	sept4a	https://zfin.org/ZDB-GENE-051120-87	septin 4a [Source:ZFIN;Acc:ZDB-GENE-051120-87]
ENSDARG00000090116	znf1136	https://zfin.org/ZDB-GENE-120709-10	zinc finger protein 1136 [Source:ZFIN;Acc:ZDB-GENE-120709-10]
ENSDARG00000096462	si:dkeyp-82h4.2	https://zfin.org/ZDB-GENE-120709-84	si:dkeyp-82h4.2 [Source:ZFIN;Acc:ZDB-GENE-120709-84]
ENSDARG00000073988	mntb	https://zfin.org/ZDB-GENE-070820-8	MAX network transcriptional repressor b [Source:ZFIN;Acc:ZDB-GENE-070820-8]
ENSDARG00000090120	si:dkey-248g21.1	https://zfin.org/ZDB-GENE-131119-67	si:dkey-248g21.1 [Source:ZFIN;Acc:ZDB-GENE-131119-67]
ENSDARG00000101992	si:dkey-238k10.3	https://zfin.org/ZDB-GENE-070705-401	si:dkey-238k10.3 [Source:ZFIN;Acc:ZDB-GENE-070705-401]
ENSDARG00000032344	pde4a	https://zfin.org/ZDB-GENE-131125-7	"phosphodiesterase 4A, cAMP-specific [Source:ZFIN;Acc:ZDB-GENE-131125-7]"
ENSDARG00000096250	si:ch73-233k15.3	https://zfin.org/ZDB-GENE-120215-209	si:ch73-233k15.3 [Source:ZFIN;Acc:ZDB-GENE-120215-209]
ENSDARG00000104380	si:dkey-238k10.2	https://zfin.org/ZDB-GENE-070705-400	si:dkey-238k10.2 [Source:ZFIN;Acc:ZDB-GENE-070705-400]
ENSDARG00000073718	si:ch73-233k15.2	https://zfin.org/ZDB-GENE-120215-22	si:ch73-233k15.2 [Source:ZFIN;Acc:ZDB-GENE-120215-22]
ENSDARG00000100669	si:zfos-2131b9.2	https://zfin.org/ZDB-GENE-131118-24	si:zfos-2131b9.2 [Source:ZFIN;Acc:ZDB-GENE-131118-24]
ENSDARG00000054076	tatdn3	https://zfin.org/ZDB-GENE-050522-192	TatD DNase domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-050522-192]
ENSDARG00000090778	ttll1	https://zfin.org/ZDB-GENE-040426-1326	"tubulin tyrosine ligase-like family, member 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1326]"
ENSDARG00000016649	akr7a3	https://zfin.org/ZDB-GENE-040718-62	"aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase) [Source:ZFIN;Acc:ZDB-GENE-040718-62]"
ENSDARG00000100654	si:dkey-207m2.4.1	https://zfin.org/ZDB-GENE-081103-58	si:dkey-207m2.4 [Source:ZFIN;Acc:ZDB-GENE-081103-58]
ENSDARG00000007130	mrto4	https://zfin.org/ZDB-GENE-050417-142	"MRT4 homolog, ribosome maturation factor [Source:ZFIN;Acc:ZDB-GENE-050417-142]"
ENSDARG00000098409	si:ch211-117l9.1p	https://zfin.org/	
ENSDARG00000092863	si:ch211-10h8.1	https://zfin.org/ZDB-GENE-081031-30	si:ch211-10h8.1 [Source:ZFIN;Acc:ZDB-GENE-081031-30]
ENSDARG00000053272	RAP1GAP (1 of many)	https://zfin.org/ZDB-GENE-131119-39	si:dkey-166d12.2 [Source:ZFIN;Acc:ZDB-GENE-131119-39]
ENSDARG00000096463	si:dkeyp-82h4.1	https://zfin.org/ZDB-GENE-120709-49	si:dkeyp-82h4.1 [Source:ZFIN;Acc:ZDB-GENE-120709-49]
ENSDARG00000089129	baxa	https://zfin.org/ZDB-GENE-000511-6	"bcl2-associated X protein, a [Source:ZFIN;Acc:ZDB-GENE-000511-6]"
ENSDARG00000096456	si:dkeyp-82h4.3	https://zfin.org/ZDB-GENE-120709-17	si:dkeyp-82h4.3 [Source:ZFIN;Acc:ZDB-GENE-120709-17]
ENSDARG00000004470	prkcsh	https://zfin.org/ZDB-GENE-040426-770	protein kinase C substrate 80K-H [Source:ZFIN;Acc:ZDB-GENE-040426-770]
ENSDARG00000069808	ostm1	https://zfin.org/ZDB-GENE-081104-270	osteopetrosis associated transmembrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-081104-270]
ENSDARG00000077028	si:ch211-81n22.1	https://zfin.org/ZDB-GENE-131127-633	si:ch211-81n22.1 [Source:ZFIN;Acc:ZDB-GENE-131127-633]
ENSDARG00000097801	si:ch211-81n22.2	https://zfin.org/ZDB-GENE-131121-235	si:ch211-81n22.2 [Source:ZFIN;Acc:ZDB-GENE-131121-235]
ENSDARG00000095457	si:ch211-147d7.5	https://zfin.org/ZDB-GENE-041014-353	si:ch211-147d7.5 [Source:ZFIN;Acc:ZDB-GENE-041014-353]
ENSDARG00000005172	dynll2b	https://zfin.org/ZDB-GENE-050320-132	"dynein, light chain, LC8-type 2b [Source:ZFIN;Acc:ZDB-GENE-050320-132]"
ENSDARG00000020623	baxa.1	https://zfin.org/ZDB-GENE-000511-6	"bcl2-associated X protein, a [Source:ZFIN;Acc:ZDB-GENE-000511-6]"
ENSDARG00000075169	bbs1	https://zfin.org/ZDB-GENE-060126-1	Bardet-Biedl syndrome 1 [Source:ZFIN;Acc:ZDB-GENE-060126-1]
ENSDARG00000098494	si:ch211-145h19.3	https://zfin.org/ZDB-GENE-110914-100	si:ch211-145h19.3 [Source:ZFIN;Acc:ZDB-GENE-110914-100]
ENSDARG00000096931	si:dkey-223g14.4	https://zfin.org/ZDB-GENE-131121-120	si:dkey-223g14.4 [Source:ZFIN;Acc:ZDB-GENE-131121-120]
ENSDARG00000031587	flvcr1	https://zfin.org/ZDB-GENE-041014-359	feline leukemia virus subgroup C cellular receptor 1 [Source:ZFIN;Acc:ZDB-GENE-041014-359]
ENSDARG00000091686	si:dkey-16p19.1	https://zfin.org/ZDB-GENE-120709-3	si:dkey-16p19.1 [Source:ZFIN;Acc:ZDB-GENE-120709-3]
ENSDARG00000041239	wdr20b	https://zfin.org/ZDB-GENE-041014-234	WD repeat domain 20b [Source:ZFIN;Acc:ZDB-GENE-041014-234]
ENSDARG00000018984	eya2	https://zfin.org/ZDB-GENE-040912-24	EYA transcriptional coactivator and phosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-040912-24]
ENSDARG00000040965	zgc:101731	https://zfin.org/ZDB-GENE-040912-57	zgc:101731 [Source:ZFIN;Acc:ZDB-GENE-040912-57]
ENSDARG00000014420	elavl3	https://zfin.org/ZDB-GENE-980526-76	ELAV like neuron-specific RNA binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-980526-76]
ENSDARG00000102819	znf1025	https://zfin.org/ZDB-GENE-110913-117	zinc finger protein 1025 [Source:ZFIN;Acc:ZDB-GENE-110913-117]
ENSDARG00000101807	si:ch211-120c15.3	https://zfin.org/ZDB-GENE-110913-99	si:ch211-120c15.3 [Source:ZFIN;Acc:ZDB-GENE-110913-99]
ENSDARG00000098384	znf1101	https://zfin.org/ZDB-GENE-110914-1	zinc finger protein 1101 [Source:ZFIN;Acc:ZDB-GENE-110914-1]
ENSDARG00000042829	si:dkey-30j22.1	https://zfin.org/ZDB-GENE-041001-184	si:dkey-30j22.1 [Source:ZFIN;Acc:ZDB-GENE-041001-184]
ENSDARG00000098101	znf1030	https://zfin.org/ZDB-GENE-110913-176	zinc finger protein 1030 [Source:ZFIN;Acc:ZDB-GENE-110913-176]
ENSDARG00000103247	znf993	https://zfin.org/ZDB-GENE-110914-103	zinc finger protein 993 [Source:ZFIN;Acc:ZDB-GENE-110914-103]
ENSDARG00000052408	mgat2	https://zfin.org/ZDB-GENE-070410-54	"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [Source:ZFIN;Acc:ZDB-GENE-070410-54]"
ENSDARG00000097358	si:dkey-151m15.8	https://zfin.org/ZDB-GENE-131121-336	si:dkey-151m15.8 [Source:ZFIN;Acc:ZDB-GENE-131121-336]
ENSDARG00000097948	si:dkey-151m15.7	https://zfin.org/ZDB-GENE-131121-589	si:dkey-151m15.7 [Source:ZFIN;Acc:ZDB-GENE-131121-589]
ENSDARG00000032565	cacng2a	https://zfin.org/ZDB-GENE-040426-1401	"calcium channel, voltage-dependent, gamma subunit 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1401]"
ENSDARG00000028475	lin9	https://zfin.org/ZDB-GENE-030131-1747	lin-9 DREAM MuvB core complex component [Source:ZFIN;Acc:ZDB-GENE-030131-1747]
ENSDARG00000041232	rps29	https://zfin.org/ZDB-GENE-040622-5	ribosomal protein S29 [Source:ZFIN;Acc:ZDB-GENE-040622-5]
ENSDARG00000093355	si:ch73-301c19.3	https://zfin.org/ZDB-GENE-081104-278	si:ch73-301c19.3 [Source:ZFIN;Acc:ZDB-GENE-081104-278]
ENSDARG00000095149	znf1062	https://zfin.org/ZDB-GENE-120709-37	zinc finger protein 1062 [Source:ZFIN;Acc:ZDB-GENE-120709-37]
ENSDARG00000096484	si:ch211-73m21.3	https://zfin.org/ZDB-GENE-120709-8	si:ch211-73m21.3 [Source:ZFIN;Acc:ZDB-GENE-120709-8]
ENSDARG00000038432	actr10	https://zfin.org/ZDB-GENE-040426-768	actin-related protein 10 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-768]
ENSDARG00000096491	si:ch211-73m21.1	https://zfin.org/ZDB-GENE-120709-61	si:ch211-73m21.1 [Source:ZFIN;Acc:ZDB-GENE-120709-61]
ENSDARG00000069252	mixl1	https://zfin.org/ZDB-GENE-000208-20	Mix paired-like homeobox [Source:ZFIN;Acc:ZDB-GENE-000208-20]
ENSDARG00000096461	si:ch211-73m21.2	https://zfin.org/ZDB-GENE-120709-68	si:ch211-73m21.2 [Source:ZFIN;Acc:ZDB-GENE-120709-68]
ENSDARG00000074305	si:ch73-257c13.2	https://zfin.org/ZDB-GENE-081104-269	si:ch73-257c13.2 [Source:ZFIN;Acc:ZDB-GENE-081104-269]
ENSDARG00000017813	pigs	https://zfin.org/ZDB-GENE-060929-436	"phosphatidylinositol glycan anchor biosynthesis, class S [Source:ZFIN;Acc:ZDB-GENE-060929-436]"
ENSDARG00000102911	iffo2b	https://zfin.org/ZDB-GENE-121030-9	intermediate filament family orphan 2b [Source:ZFIN;Acc:ZDB-GENE-121030-9]
ENSDARG00000097890	si:ch1073-100f3.2	https://zfin.org/ZDB-GENE-131127-11	si:ch1073-100f3.2 [Source:ZFIN;Acc:ZDB-GENE-131127-11]
ENSDARG00000097831	si:ch73-15b2.3	https://zfin.org/ZDB-GENE-131121-639	si:ch73-15b2.3 [Source:ZFIN;Acc:ZDB-GENE-131121-639]
ENSDARG00000053058	rps11	https://zfin.org/ZDB-GENE-040426-2701	ribosomal protein S11 [Source:ZFIN;Acc:ZDB-GENE-040426-2701]
ENSDARG00000105346	zp2.2	https://zfin.org/ZDB-GENE-010622-1	"zona pellucida glycoprotein 2, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-010622-1]"
ENSDARG00000017843	srsf1b	https://zfin.org/ZDB-GENE-040426-1467	serine/arginine-rich splicing factor 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1467]
ENSDARG00000096229	si:dkey-260c8.8	https://zfin.org/ZDB-GENE-030131-5375	si:dkey-260c8.8 [Source:ZFIN;Acc:ZDB-GENE-030131-5375]
ENSDARG00000003599	rpl3	https://zfin.org/ZDB-GENE-030131-1291	ribosomal protein L3 [Source:ZFIN;Acc:ZDB-GENE-030131-1291]
ENSDARG00000090237	zp2.3	https://zfin.org/ZDB-GENE-010622-2	"zona pellucida glycoprotein 2, tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-010622-2]"
ENSDARG00000040966	zgc:113149	https://zfin.org/ZDB-GENE-050320-56	zgc:113149 [Source:ZFIN;Acc:ZDB-GENE-050320-56]
ENSDARG00000094064	si:dkey-92f12.3	https://zfin.org/ZDB-GENE-091204-101	si:dkey-92f12.3 [Source:ZFIN;Acc:ZDB-GENE-091204-101]
ENSDARG00000086490	SUN2	https://zfin.org/ZDB-GENE-091204-379	si:dkey-92f12.2 [Source:ZFIN;Acc:ZDB-GENE-091204-379]
ENSDARG00000040607	rtfdc1	https://zfin.org/ZDB-GENE-030131-4825	replication termination factor 2 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4825]
ENSDARG00000097840	si:dkey-42l23.6	https://zfin.org/ZDB-GENE-131121-619	si:dkey-42l23.6 [Source:ZFIN;Acc:ZDB-GENE-131121-619]
ENSDARG00000091757	adgrf6	https://zfin.org/ZDB-GENE-041001-212	adhesion G protein-coupled receptor F6 [Source:ZFIN;Acc:ZDB-GENE-041001-212]
ENSDARG00000053931	si:dkey-42l23.5	https://zfin.org/ZDB-GENE-131121-596	si:dkey-42l23.5 [Source:ZFIN;Acc:ZDB-GENE-131121-596]
ENSDARG00000089966	si:zfos-1505d6.3	https://zfin.org/ZDB-GENE-120214-22	si:zfos-1505d6.3 [Source:ZFIN;Acc:ZDB-GENE-120214-22]
ENSDARG00000055338	CAPN1 (1 of many).1	https://zfin.org/ZDB-GENE-091113-22	si:dkeyp-50d11.2 [Source:ZFIN;Acc:ZDB-GENE-091113-22]
ENSDARG00000097782	si:dkey-42l23.4	https://zfin.org/ZDB-GENE-131127-534	si:dkey-42l23.4 [Source:ZFIN;Acc:ZDB-GENE-131127-534]
ENSDARG00000029993	si:dkey-42l23.9.1	https://zfin.org/ZDB-GENE-131127-442	si:dkey-42l23.9 [Source:ZFIN;Acc:ZDB-GENE-131127-442]
ENSDARG00000040608	gcnt7	https://zfin.org/ZDB-GENE-120919-3	glucosaminyl (N-acetyl) transferase family member 7 [Source:ZFIN;Acc:ZDB-GENE-120919-3]
ENSDARG00000103636	si:dkey-122c11.4	https://zfin.org/ZDB-GENE-080208-4	si:dkey-122c11.4 [Source:ZFIN;Acc:ZDB-GENE-110913-45]
ENSDARG00000105091	zgc:174944.1	https://zfin.org/ZDB-GENE-080207-2	zgc:174944 [Source:ZFIN;Acc:ZDB-GENE-080207-2]
ENSDARG00000038768	mrpl12	https://zfin.org/ZDB-GENE-050417-187	mitochondrial ribosomal protein L12 [Source:ZFIN;Acc:ZDB-GENE-050417-187]
ENSDARG00000091409	zp2.6	https://zfin.org/ZDB-GENE-090306-2	"zona pellucida glycoprotein 2, tandem duplicate 6 [Source:ZFIN;Acc:ZDB-GENE-090306-2]"
ENSDARG00000007774	vash2	https://zfin.org/ZDB-GENE-041014-355	vasohibin 2 [Source:ZFIN;Acc:ZDB-GENE-041014-355]
ENSDARG00000079393	tmprss15	https://zfin.org/ZDB-GENE-091204-83	"transmembrane protease, serine 15 [Source:ZFIN;Acc:ZDB-GENE-091204-83]"
ENSDARG00000017740	sec63	https://zfin.org/ZDB-GENE-040718-328	"SEC63 homolog, protein translocation regulator [Source:ZFIN;Acc:ZDB-GENE-040718-328]"
ENSDARG00000006849	asic2	https://zfin.org/ZDB-GENE-040513-4	acid-sensing (proton-gated) ion channel 2 [Source:ZFIN;Acc:ZDB-GENE-040513-4]
ENSDARG00000053911	si:dkey-42l23.3	https://zfin.org/ZDB-GENE-131127-385	si:dkey-42l23.3 [Source:ZFIN;Acc:ZDB-GENE-131127-385]
ENSDARG00000038770	zgc:103625	https://zfin.org/ZDB-GENE-040912-116	zgc:103625 [Source:ZFIN;Acc:ZDB-GENE-040912-116]
ENSDARG00000096862	si:ch211-195b15.9	https://zfin.org/ZDB-GENE-131121-167	si:ch211-195b15.9 [Source:ZFIN;Acc:ZDB-GENE-131121-167]
ENSDARG00000011083	si:dkey-42l23.2	https://zfin.org/ZDB-GENE-131121-582	si:dkey-42l23.2 [Source:ZFIN;Acc:ZDB-GENE-131121-582]
ENSDARG00000097966	si:dkey-7f16.2	https://zfin.org/ZDB-GENE-131122-35	si:dkey-7f16.2 [Source:ZFIN;Acc:ZDB-GENE-131122-35]
ENSDARG00000089021	si:dkey-7f16.3	https://zfin.org/ZDB-GENE-131120-59	si:dkey-7f16.3 [Source:ZFIN;Acc:ZDB-GENE-131120-59]
ENSDARG00000007412	slc2a1b	https://zfin.org/ZDB-GENE-090915-1	"solute carrier family 2 (facilitated glucose transporter), member 1b [Source:ZFIN;Acc:ZDB-GENE-090915-1]"
ENSDARG00000097838	si:dkey-42l23.1	https://zfin.org/ZDB-GENE-131121-192	si:dkey-42l23.1 [Source:ZFIN;Acc:ZDB-GENE-131121-192]
ENSDARG00000101392	pimr168.3	https://zfin.org/ZDB-GENE-041210-63	"Pim proto-oncogene, serine/threonine kinase, related 168 [Source:ZFIN;Acc:ZDB-GENE-041210-63]"
ENSDARG00000086352	zp2.1	https://zfin.org/ZDB-GENE-991129-5	"zona pellucida glycoprotein 2, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-991129-5]"
ENSDARG00000006477	ddi2	https://zfin.org/ZDB-GENE-031030-15	DNA-damage inducible protein 2 [Source:ZFIN;Acc:ZDB-GENE-031030-15]
ENSDARG00000104341	si:dkey-238o14.1	https://zfin.org/ZDB-GENE-081103-10	si:dkey-238o14.1 [Source:ZFIN;Acc:ZDB-GENE-081103-10]
ENSDARG00000086522	zp2.5	https://zfin.org/ZDB-GENE-090306-1	"zona pellucida glycoprotein 2, tandem duplicate 5 [Source:ZFIN;Acc:ZDB-GENE-090306-1]"
ENSDARG00000092583	si:dkey-16p19.5	https://zfin.org/ZDB-GENE-120709-69	si:dkey-16p19.5 [Source:ZFIN;Acc:ZDB-GENE-120709-69]
ENSDARG00000068680	ctrl	https://zfin.org/ZDB-GENE-040912-147	chymotrypsin-like [Source:ZFIN;Acc:ZDB-GENE-040912-147]
ENSDARG00000096694	si:zfos-1505d6.7	https://zfin.org/ZDB-GENE-130531-29	si:zfos-1505d6.7 [Source:ZFIN;Acc:ZDB-GENE-130531-29]
ENSDARG00000003732	mitfa	https://zfin.org/ZDB-GENE-990910-11	microphthalmia-associated transcription factor a [Source:ZFIN;Acc:ZDB-GENE-990910-11]
ENSDARG00000019702	aldocb	https://zfin.org/ZDB-GENE-030821-1	"aldolase C, fructose-bisphosphate, b [Source:ZFIN;Acc:ZDB-GENE-030821-1]"
ENSDARG00000038207	aldh4a1	https://zfin.org/ZDB-GENE-040426-1179	"aldehyde dehydrogenase 4 family, member A1 [Source:ZFIN;Acc:ZDB-GENE-040426-1179]"
ENSDARG00000104561	znf1081	https://zfin.org/ZDB-GENE-110913-119	zinc finger protein 1081 [Source:ZFIN;Acc:ZDB-GENE-110913-119]
